,Unnamed: 0,title,artist,Album_date,LIKE,Album_name,Album_Genre,Lyric,label
62,63,문득,BE'O (비오),2021.05.02,"93,688",Bipolar,랩/힙합,"배가 고파서
밥을 차렸는데
문득 네가 앉아서
내 앞에서 웃어서
멍을 때리다가
정신 차렸는데
문득 바보 같아서
식은 밥이 남아서
배고파
나의 밤이 바뀐 건
살이 많이 빠진 건
네가 문득 와서잖아
I want you to stop coming
욕도 했지 나쁜X
근데 네가 다칠까
다시 문득 멈추잖아
밖에 나가서
주문을 했는데
문득 네가 앉아서
네 음식을 골라서
멍을 때리다가
전부 시켰는데
문득 바보 같아서
너무 많이 남아서
배고파
나의 밤이 바뀐 건
살이 많이 빠진 건
네가 문득 와서잖아
I want you to stop coming
욕도 했지 나쁜X
근데 네가 다칠까
다시 문득 멈추잖아
문득
문득
문득
문득
네가 생각나
네가 떠올라
문득
문득
문득
문득
네가 생각나
네가 떠올라
Bad girl
지금 쓰는 어린 이 곡이
최선이란 말로는 변명이 안 되니까
취해서라고 믿고 다음 곡 넘겨줄래
대뜸 매번 나타나지 마
어쨌든
나는 진심이긴 했나 봐
곡은 잘 나왔는데 너 생각나니까
짜증 나게 기분이 또 오르내리락
네 향기들 좀 데려가
1년째 계속 나니까
네가 고파서
너를 찾았는데
문득 네가 없어서
모든 게 다 무서워서
방 안에 숨었다가
잊었나 했는데
문득 많이 맡아 본
네 향기가 또 나서
잊고파
나의 밤이 바뀐 건
살이 많이 빠진 건
네가 문득 와서잖아
I want you to stop coming
욕도 했지 나쁜X
근데 네가 다칠까
다시 문득 멈추잖아",1
63,64,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",2014.04.08,"219,772",봄 사랑 벚꽃 말고,발라드,"길었던 겨우내 줄곧 품이 좀 남는
밤색 코트
그 속에 나를 쏙 감추고 걸음을
재촉해 걸었어
그런데 사람들 말이 너만 아직도
왜 그러니
그제서야 둘러보니 어느새 봄이
손 잡고 걸을 사람 하나 없는 내게
달콤한 봄바람이 너무해
나만 빼고 다 사랑에 빠져
봄노래를 부르고
꽃잎이 피어나 눈 앞에 살랑거려도
난 다른 얘기가 듣고 싶어
한바탕 휩쓸고 지나가버릴
오오 봄 사랑 벚꽃 말고
봄 사랑 벚꽃 말고
봄 사랑 벚꽃 말고
봄 사랑 벚꽃 말고
손에 닿지도 않을 말로
날 꿈틀거리게 하지 말어
맘 먹고 밖에 나가도
막상 뭐 별 거 있나
손 잡고 걸을 사람 하나 없는 내게
오 사랑노래들이 너무해
나만 빼고 다 사랑에 빠져
봄노래를 부르고
꽃잎이 피어나 눈 앞에 살랑거려도
난 다른 얘기가 듣고 싶어
한바탕 휩쓸고 지나가버릴
오오 봄 사랑 벚꽃 말고
남들보다 절실한 사랑 노래 가사를
불러 봐
수많은 연인들 가운데 왜 나는
혼자만
똑같은 거리와 어제와 같은 옷차림
난 제자린데 왜 세상은 변한 것만
같지
누군가와 봄길을 거닐고 할 필욘
없지만
누구나 한번쯤은 머물고 싶은 그런
기억을
만들고 싶어 떨어지는 벚꽃잎도
엔딩이 아닌 봄의 시작이듯
사실은 요즘 옛날 생각이 나
걷기만 해도 그리워지니까
다시 느낄 수 있나 궁금해지지만
Then you know what
나만 빼고 다 사랑에 빠져
봄노래를 부르고
꽃잎이 피어나 눈 앞에 살랑거려도
난 다른 얘기가 듣고 싶어
한바탕 휩쓸고 지나가버릴
오오 봄 사랑 벚꽃 말고
봄 사랑 벚꽃 말고
봄 사랑 벚꽃 말고
봄 사랑 벚꽃 말고
봄 사랑 벚꽃 말고",1
64,65,헤픈 우연,헤이즈 (Heize),2021.05.20,"172,242",HAPPEN,R&B/Soul,"처음이라기엔 너무
길을 이미 다 아는 듯이
우연히라기엔 모두
다 정해진 듯이

우연히 눈을 떠 보니
이 세상에 태어나 있었고
하필 네가 있는 곳이었다
서서히 몸에 배어버린
사소한 습관들이
네게로 가는 길을
내게 알려줘

처음이라기엔 너무
길을 이미 다 아는 듯이
우연히라기엔 모두
다 정해진 듯이

고통의 사랑도
보통의 이별도
You can make it happen
You can make it heaven
우연히라기엔 모두
다 정해진 듯이

만약 내가 그때 그곳을
헤매지 않았더라면
그날 네가 마음 아픈
이별을 안 했었더라면
네 뒤를 따라 걷던 곳
네가 떨어트렸던 꽃
위태롭던 시간 속
서로를 기다려왔어
운명이라고 하기엔
이를 수 있다 생각해
우연히라고 하기엔
설명이 필요한 것 같아
어쩌면 또 스칠 수 있을지 몰라도
지금이 아니면 안 될 것 같던 그 때로

처음이라기엔 너무
길을 이미 다 아는 듯이
우연히라기엔 모두
다 정해진 듯이

고통의 사랑도
보통의 이별도
You can make it happen
You can make it heaven
우연히라기엔 모두
다 정해진 듯이

어쩌면 기억을 지운 채로
하나였던 우린 둘이 되고
운명이란 작은 점 안에서
서로를 찾으며 살았는지도

고통의 사랑도
보통의 이별도
You can make it happen
You can make it heaven
우연히라기엔 모두
다 정해진 듯이

우연히
서서히
점점
더 멀어져가
우연히
천천히
처음
그곳으로 가",1
65,66,고백,멜로망스,2021.08.29,"72,759",세 번째 '고백',"발라드, 인디음악","달이 차고 내 마음도 차고
이대로 담아 두기엔
너무 안타까워
너를 향해 가는데
달은 내게 오라 손짓하고
귓속에 얘길 하네
지금 이 순간이
바로 그 순간이야
제일 마음에 드는 옷을 입고
노란 꽃 한 송이를 손에 들고
널 바라 보다 그만
나도 모르게 웃어버렸네
이게 아닌데
내 마음은 이게 아닌데
널 위해 준비한 오백 가지
멋진 말이 남았는데
사랑한다는
그 흔한 말이 아니야
그 보단 더욱더 로맨틱하고
달콤한 말을 준비했단 말야
숨이 차고 밤 공기도 차고
두 눈을 감아야만
네 모습이 보여
걸을 수가 없는데
구름 위를 걷는다는 말이
과장이 아니란 걸 알게 됐어
널 알게 된 후부터 나의 모든 건
다 달라졌어
이게 아닌데
내 마음은 이게 아닌데
널 위해 준비한 오백 가지
멋진 말이 남았는데
사랑한다는 그 흔한 말이 아니야
그 보단 더욱더 로맨틱하고
달콤한 말을 준비했단 말야
나를 봐줘요 내 말을 들어봐 줘요
아무리 생각을 하고 또 해도
믿어지지 않을 만큼 사랑해",1
66,67,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,2018.03.20,"389,324",'키스 먼저 할까요?' OST Part.3,"발라드, 국내드라마","네가 없이 웃을 수 있을까
생각만 해도 눈물이나
힘든 시간 날 지켜준 사람
이제는 내가 그댈 지킬 테니
너의 품은 항상 따뜻했어
고단했던 나의 하루에
유일한 휴식처
나는 너 하나로 충분해
긴 말 안 해도 눈빛으로 다 아니깐
한 송이의 꽃이 피고 지는
모든 날 모든 순간 함께해
햇살처럼 빛나고 있었지
나를 보는 네 눈빛은
꿈이라고 해도 좋을 만큼
그 모든 순간은 눈부셨다
불안했던 나의 고된 삶에
한줄기 빛처럼 다가와
날 웃게 해준 너
나는 너 하나로 충분해
긴 말 안 해도 눈빛으로 다 아니깐
한 송이의 꽃이 피고 지는
모든 날 모든 순간 함께해
알 수 없는 미래지만
네 품속에 있는 지금 순간 순간이
영원 했으면 해
갈게 바람이 좋은 날에
햇살 눈부신 어떤 날에 너에게로
처음 내게 왔던 그날처럼
모든 날 모든 순간 함께해",1
67,68,Can't Control Myself,태연 (TAEYEON),2022.01.17,"64,486",Can't Control Myself,발라드,"Ah ah ah ah ah ah
Ah ah ah ah ah ah

키만 훌쩍 커버린
어른아이 같아
진심이 없는 네 말에
감당하지 못 할
감정을 택했잖아

그래 Too late
상처를 되돌리기엔
늦어버렸어

미쳤다 해도 뭐 어때
Ah ah ah ah
Cause I can’t control myself
Ah ah ah ah

네 앞에선 모든 게
잘 통제가 안 돼
다 터질 것만 같아
Cause I can’t control myself

반복되는 Bad days
비참해 바닥난 감정
헛돌기만 해 헐거운 반지처럼
상관없어 사랑이 다 이럴 텐데

미쳤다 해도 뭐 어때
Ah ah ah ah
Cause I can’t control myself
Ah ah ah ah

네 앞에선 모든 게
잘 통제가 안 돼
다 터질 것만 같아
Cause I can’t control myself

Ah ha ha ha
Feels like heaven feels like hell
Ah ha ha ha
그마저도 I don’t care
Ah 난 또다시 네게
되돌아갈 텐데

미쳤다 해도 뭐 어때
Ah ah ah ah
Cause I can’t control myself
Ah ah ah ah

네 앞에선 모든 게
잘 통제가 안 돼
다 터질 것만 같아
Cause I can’t control myself

Ah ah ah ah
Ah ah ah ah

네 앞에선 모든 게
잘 통제가 안 돼
다 터질 것만 같아
Cause I can’t control myself",1
68,69,꽃 (With 김민석 of 멜로망스),박봄 (Park Bom),2022.03.11,"14,133",꽃,발라드,"숨을 쉬는 너무나도
당연한 것들 마저도 힘이 들고
잠이 드는 하루에 끝이 오는
그 순간마저 멀게만 느껴지는
그런 날들이 요즘 내겐
하루가 멀다 하고 매일을 날 아프게 해
난 너를 보내고
내 전부인 널 떠나보내고
다 져버린 꽃처럼
부서져 흩어진 유리처럼
I don't have tomorrow
한없이 약해빠진 나라서
지금 내 모습은 어쩔 수가 없는
너무나도 약해빠진 나라서
외로워지는 그런날엔
잠시 네게 기대 한없이 울고싶은데
다시 돌아올거라고
금방 지나갈거라고
아무 말하지마 다 알고있어 난
하루 빨리 잊어볼게
그런 날들이 요즘 내겐
하루가 멀다 하고 매일을 날 아프게 해
난 너를 보내고
내 전부인 널 떠나보내고
다 져버린 꽃처럼
부서져 흩어진 유리처럼
I don't have tomorrow
한없이 약해빠진 나라서
지금 내 모습은 어쩔 수가 없는
너무나도 약해빠진 나라서
한없이 약해
내겐 너없는 날이
저물어가면
다시 그리워지면
그 어두운 밤이
달빛에 기대 내게 닿으면
이 맘이 전해 진다면
난 너를 보내고
내 전부인 널 떠나보내고
너를보내고
다 져버린 꽃처럼
부서져 흩어진 유리처럼
I don't have tomorrow
한없이 약해빠진 나라서
지금 내 모습은 어쩔 수가 없는
너무나도 약해빠진 나라서",2
69,70,낙하 (with 아이유),AKMU (악뮤),2021.07.26,"168,960",NEXT EPISODE,록/메탈,"말했잖아 언젠가
이런 날이 온다면
난 널 혼자
내버려두지 않을 거라고

죄다 낭떠러지야, 봐
예상했던 것보다
더 아플지도 모르지만

내 손을 잡으면
하늘을 나는 정도
그 이상도 느낄 수 있을 거야

눈 딱 감고 낙하- 하-
믿어 날 눈 딱 감고 낙하
눈 딱 감고 낙하- 하-
믿어 날 눈 딱 감고 낙하


초토화된 곳이든
뜨거운 불구덩이든
말했잖아 언젠가 그런 날에
나는 널 떠나지 않겠다고

죄다 낭떠러지야, 봐
예상했던 것보다
더 아플지도 모르지만

내 눈을 본다면
밤하늘의 별이 되는
기분을 느낄 수 있을 거야

셋 하면 뛰어 낙하- 하-
핫 둘 셋 숨 딱 참고 낙하
셋 하면 뛰어 낙하- 하-
핫 둘 셋 숨 딱 참고 낙하




Ooh show how we love
보여주자 웃을 준비를 끝낸 그들에게
아무것도 우리를 망가뜨리지 못해


눈 딱 감고 낙하- 하-
믿어 날 눈 딱 감고 낙하
셋 하면 뛰어 낙하- 하-
핫 둘 셋 숨 딱 참고 낙하",1
70,71,너의 모든 순간,성시경,2014.02.12,"198,444",별에서 온 그대 OST Part.7,"발라드, 국내드라마","이윽고 내가 한눈에
너를 알아봤을 때
모든 건 분명 달라지고 있었어
내 세상은 널 알기 전과 후로 나뉘어
니가 숨 쉬면 따스한 바람이 불어와
니가 웃으면 눈부신 햇살이 비춰
거기 있어줘서 그게 너라서
가끔 내 어깨에 가만히 기대주어서
나는 있잖아 정말 빈틈없이 행복해
너를 따라서 시간은 흐르고 멈춰
물끄러미 너를 들여다 보곤 해
그것 말고는 아무것도 할 수 없어서
너의 모든 순간 그게
나였으면 좋겠다
생각만 해도 가슴이 차올라
나는 온통 너로
보고 있으면 왠지 꿈처럼 아득한 것
몇 광년 동안 날 향해 날아온 별빛
또 지금의 너
거기 있어줘서 그게 너라서
가끔 나에게 조용하게 안겨주어서
나는 있잖아 정말 남김없이 고마워
너를 따라서 시간은 흐르고 멈춰
물끄러미 너를 들여다보곤 해
너를 보는 게 나에게는 사랑이니까
너의 모든 순간 그게
나였으면 좋겠다
생각만 해도 가슴이 차올라
나는 온통 너로
니 모든 순간 나였으면",1
71,72,다시 사랑한다면 (김필 Ver.),임영웅,2021.05.25,"44,230",사랑의 콜센타 PART56,성인가요/트로트,"다시 태어난다면 다시 사랑한다면
그때는 우리 이러지 말아요
조금 덜 만나고 조금 덜 기대하며
많은 약속 않기로 해요
다시 이별이 와도 서로 큰 아픔 없이
돌아설 수 있을 만큼
버려도 되는 가벼운 추억만
서로의 가슴에 만들기로 해요
이젠 알아요 너무 깊은 사랑은
외려 슬픈 마지막을 가져 온다는 걸
그대여 빌게요 다음 번의 사랑은
우리 같지 않길 부디 아픔이 없이
나
꼭 나보다 더 행복해져야만 해
많은 시간이 흘러 서로 잊고 지내도
지난 날을 회상하며
그 때도 이건 사랑이었다고
말할 수 있다면 그걸로 된 거죠
이젠 알아요 너무 깊은 사랑은
외려 슬픈 마지막을 가져 온다는 걸
그대여 빌게요 다음 번의 사랑은
우리 같지 않길 부디 아픔이 없이
이젠 알아요 영원할 줄 알았던
그대와의 사랑마저 날 속였다는 게
그보다 슬픈 건 나 없이 그대가
행복하게 지낼 먼 훗날의 모습
나
내 마음을 하늘만은 알기를",1
72,73,Off My Face,Justin Bieber,2021.10.08,"112,864",Justice (The Complete Edition),POP,"One touch and you got me stoned
Higher than I've ever known
You call the shots and I follow
Sunrise but the night still young
No words but we speak in tongues
If you let me I might say too much
Your touch blurred my vision
It's your world and I'm just in it
Even sober I'm not thinkin' straight
'Cause I'm off my face
in love with you
I'm out my head so into you
and I don't know how you do it
But I'm forever ruined by you
ooh ooh ooh
Can't sleep
'cause I'm way too buzzed
Too late now you're in my blood
I don't hate the way you keep me up
Your touch blurred my vision
It's your world and I'm just in it
Even sober I'm not thinkin' straight
'Cause I'm off my face
in love with you
I'm out my head so into you
and I don't know how you do it
But I'm forever ruined by you
ooh ooh ooh
Ooh-ooh-ooh ooh ooh ooh ooh
Ooh-ooh-ooh ooh ooh
Ooh-ooh-ooh ooh ooh ooh ooh
Ooh-ooh-ooh ooh ooh
'Cause I'm off my face
in love with you
I'm out my head so into you
and I don't know how you do it
But I'm forever ruined by you
ooh ooh ooh
By you ooh ooh ooh",1
73,74,Dun Dun Dance,오마이걸 (OH MY GIRL),2021.05.10,"154,923",Dear OHMYGIRL,댄스,"Dun Dun Dance Dun Dun Dance
Dun Dun Dance
Just dance Just dance
Dun Dun Dance Dun Dun Dance
Dun Dun Dance
Just dance Just dance
유성이 비처럼 쏟아지는 하늘
그 아래 너와 함께 춤추고 싶어
색색의 옷들과 예쁜 액세서리
oh baby
흐르는 저 음악이
내 맘을 설레게 하지
I feel the disco rhythm in my body
다른 아무것도 생각하진 마
yeah 발자국으로 가득한
무대 위에 올라
자유로운 몸짓 그 사랑스런 느낌
저 따분했던 하루와
일상에서 벗어나 oh tonight
Just you and I
지구를 등지고 떠올라
맘껏 crazy crazy crazy 긴 춤을 춰
말리지 마 지금 내 기분은
feel so high
멀리 멀리 멀리 다 눈부셔
I just wanna Dun Dun Dance
Dun Dun Dance Dun Dun Dance
Oh baby give me baby
give me baby give me more
날 멈추지 마 love this song
Just wanna Dun Dun Dance
Dun Dun Dance Dun Dun Dance
Just dance Just dance
Shining like a disco ball
빨간 high heels on the road
Got my eyes on you
and you got yours
저 태양이 다시 눈뜰 때까지
넌 평범한데 뭔가 달라
왠지 묘한 구석이 있네
난 가려져 있는 게 보여
우린 모두 이상해 조금씩은 yeah
사람을 가장한 낯선 존재들처럼
oh baby
yeah 놀라지 않아
괜찮아 좀 더 가까이 와
다른 시선 따위 다 잊어버려 우리
늘 복잡한 저세상과
기대에서 벗어나 oh tonight
Just you and I
지구를 등지고 떠올라
맘껏 crazy crazy crazy 긴 춤을 춰
말리지 마 지금 내 기분은
feel so high
멀리 멀리 멀리 다 눈부셔
I just wanna Dun Dun Dance
Dun Dun Dance Dun Dun Dance
Oh baby give me baby
give me baby give me more
날 멈추지 마 love this song
Just wanna Dun Dun Dance
Dun Dun Dance Dun Dun Dance
Just dance Just dance
어차피 작은 점일 뿐야
보석 같은 아이야
몇 발짝 멀리 떨어져서 바라보면 돼
우린 dancing on fire
Just you and I
지구를 등지고 떠올라
맘껏 crazy crazy crazy 긴 춤을 춰
말리지 마 지금 내 기분은
feel so high
멀리 멀리 멀리 다 눈부셔
I just wanna Dun Dun Dance
Dun Dun Dance Dun Dun Dance
Oh baby give me baby
give me baby give me more
날 멈추지 마 love this song
Just wanna Dun Dun Dance
Dun Dun Dance Dun Dun Dance
Just dance Just dance",2
74,75,My Universe,"Coldplay, 방탄소년단",2021.09.24,"153,341",My Universe,POP,"You, you are my universe and
I just want to put you first
And you, you are my universe, and I…

In the night I lie and look up at you
When the morning comes I watch you rise
There’s a paradise they couldn’t capture
That bright infinity inside your eyes

매일 밤 네게 날아가 (가)
꿈이란 것도 잊은 채
나 웃으며 너를 만나 (나)
Never ending forever baby

You, you are my universe and
I just want to put you first
And you, you are my universe, and
You make my world light up inside

어둠이 내겐 더 편했었지
길어진 그림자 속에서 (eyes)

And they said that we can’t be together
Because
Because we come from different sides

You, you are my universe and
I just want to put you first
And you, you are my universe, and
You make my world light up inside

My universe (do do, do do)
My universe (do do, do do)
My universe (do do, do do)
(you make my world)
You make my world light up inside

Make my world light up inside

나를 밝혀주는 건
너란 사랑으로 수 놓아진 별
내 우주의 넌
또 다른 세상을 만들어 주는 걸

너는 내 별이자 나의 우주니까
지금 이 시련도 결국엔 잠시니까
너는 언제까지나 지금처럼 밝게만 빛나줘
우리는 너를 따라 이 긴 밤을 수놓을 거야

너와 함께 날아가 (가)
When I’m without you I’m crazy
자 어서 내 손을 잡아 (아)
We are made of each other baby

You, you are my universe and
I just want to put you first
And you, you are my universe, and
You make my world light up inside

My universe (you, you are)
My universe (I just want)
My universe (you, you are)
My universe, and I

My universe",1
75,76,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),2019.09.25,"377,615",항해,발라드,"일부러 몇 발자국 물러나
내가 없이 혼자 걷는 널 바라본다
옆자리 허전한 너의 풍경
흑백 거리 가운데 넌 뒤돌아본다
그때 알게 되었어
난 널 떠날 수 없단 걸
우리 사이에 그 어떤 힘든 일도
이별보단 버틸 수 있는 것들이었죠
어떻게 이별까지 사랑하겠어
널 사랑하는 거지
사랑이라는 이유로
서로를 포기하고
찢어질 것같이 아파할 수 없어 난
두세 번 더 길을 돌아갈까
적막 짙은 도로 위에 걸음을 포갠다
아무 말 없는 대화 나누며
주마등이 길을 비춘 먼 곳을 본다
그때 알게 되었어
난 더 갈 수 없단 걸
한 발 한 발 이별에 가까워질수록
너와 맞잡은 손이 사라지는 것 같죠
어떻게 이별까지 사랑하겠어
널 사랑하는 거지
사랑이라는 이유로
서로를 포기하고
찢어질 것같이 아파할 수 없어 난
어떻게 내가 어떻게 너를
이후에 우리 바다처럼 깊은 사랑이
다 마를 때까지
기다리는 게 이별일 텐데
어떻게 내가 어떻게 너를
이후에 우리 바다처럼 깊은 사랑이
다 마를 때까지
기다리는 게 이별일 텐데",1
76,77,롤린 (Rollin'),브레이브걸스,2017.03.07,"292,149",Rollin',댄스,"그 날을 잊지 못해 babe
날 보며 환히 웃던
너의 미소에
홀린 듯
I'm fall in love
But 너무 쪽팔림에
난 그저
한마디 말도 못해 babe
I wanna you
너의 눈빛은
날 자꾸 네 곁을 맴돌게 해
Just only you
굳게 닫힌 내 맘이
어느새 무너져버려
Because of you
온통 너의 생각뿐이야
나도 미치겠어
너무 보고 싶어
매일 매일 매일
자꾸 초라해지잖아
내 모습이
그대여 내게 말해줘
사랑한다고
Rollin' Rollin' Rollin' Rollin'
Rollin' Rollin' Rollin' Rollin'
Rollin' Rollin' Rollin' Rollin'
하루가 멀다 하고
Rolling in the deep
Rollin' Rollin' Rollin' Rollin'
Rollin' Rollin' Rollin' Rollin'
기다리고 있잖아 Babe
Just only you
기다리고 있잖아 Babe
Just only you
Hey I just wanna be with you
오늘 밤이 가기 전에
I can't feel you
조금 더 다가와 줘
Tonight I'm ready for you
You wanna touch me I know
대체 뭘 고민해 빨리 안아
아닌 척 모르는 척 하다가
늦게 놓치고 후회 말아
I wanna you
너의 눈빛은
날 자꾸 네 곁을 맴돌게 해
Just only you
굳게 닫힌 내 맘이
어느새 무너져버려
Because of you
온통 너의 생각뿐이야
나도 미치겠어
너무 보고 싶어
매일 매일 매일
자꾸 초라해지잖아
내 모습이
그대여 내게 말해줘
사랑한다고
Rollin' Rollin' Rollin' Rollin'
Rollin' Rollin' Rollin' Rollin'
Rollin' Rollin' Rollin' Rollin'
하루가 멀다 하고
Rolling in the deep
Rollin' Rollin' Rollin' Rollin'
Rollin' Rollin' Rollin' Rollin'
기다리고 있잖아 Babe
Just only you
이제 와 숨기려 하지 마요
그대여
아닌 척하지 마요
온종일 난
그대 생각에 잠긴 채로
난 이대로 기다리고 있어요
Rollin' Rollin' Rollin' Rollin'
Rollin' Rollin' Rollin' Rollin'
Rollin' Rollin' Rollin' Rollin'
하루가 멀다 하고
Rolling in the deep
Rollin' Rollin' Rollin' Rollin'
Rollin' Rollin' Rollin' Rollin'
기다리고 있잖아 Babe
Just only you
기다리고 있잖아 Babe
Just only you",2
77,78,우리가 헤어져야 했던 이유,비비 (BIBI),2021.12.13,"53,816",그 해 우리는 OST Part.2,"발라드, 국내드라마","Maybe If I
Woke up in the morning
Hearing your voice
Maybe If I was with you
어쩌면 우리 어려웠던 날들
함께 보냈었다면
혹시 우린 어땠을까
The distance between you and me
It never seems to disappear
얼어붙은 나의 말들과 너
만약에 우리 우연히
다시 또 만난다면
만약에 내가 널 위해
조금 달라진다면
우리가 헤어져야만 했던 이유도
I would try try try
안아줄 수 있을까
조금은 다른
기억의 조각들
하지만 꼭 닮은
그리움의 마음들은
Only if you
If you come
The distance between you and me
It never seems to disappear
멈춰버린 우리 추억과 너
만약에 우리 우연히
다시 또 만난다면
만약에 내가 널 위해
조금 달라진다면
우리가 헤어져야만 했던 이유도
I would try try try
안아줄 수 있을까
눈을 뜨면 혹시 니가 서 있을까
어느 날 상상도 했어
한 번도 내게 해주지 않았던 말
그저 너니까 좋은 거라고 oh
Tell me whenever
I’ll be wherever you are
Only if you come",1
78,79,Stronger (What Doesn't Kill You),Kelly Clarkson,2012.02.06,"79,167",Stronger (What Doesn't Kill You) (Digital Audio Bundle),POP,"You know the bed feels warmer
Sleeping here alone
You know I dream in color
And do the things I want
You think you got the best of me
Think you had the last laugh
Bet you think
that everything good is gone
Think you left me broken down
Think that I'd come running back
Baby you don't know me
cause you're dead wrong
What doesn't kill
you makes you stronger
Stand a little taller
Doesn't mean I'm lonely
when I'm alone
What doesn't kill
you makes a fighter
Footsteps even lighter
Doesn't mean I'm over
cause you're gone
What doesn't kill
you makes you stronger stronger
Just me myself and I
What doesn't kill
you makes you stronger
Stand a little taller
Doesn't mean I'm lonely
when I'm alone
You heard that I was starting
over with someone new
But told you
I was moving on over you
You didn't think that
I'd come back
I'd come back swinging
You tried to break me
but you see
What doesn't kill
you makes you stronger
Stand a little taller
Doesn't mean I'm lonely
when I'm alone
What doesn't kill
you makes a fighter
Footsteps even lighter
Doesn't mean
I'm over cause you're gone
What doesn't kill
you makes you stronger stronger
Just me myself and I
What doesn't kill
you makes you stronger
Stand a little taller
Doesn't mean I'm lonely
when I'm alone
Thanks to you
I got a new thing started
Thanks to you
I'm not the broken hearted
Thanks to you I'm finally
thinking bout me
You know in the end the day you
left was just my beginning
In the end
What doesn't kill
you makes you stronger
Stand a little taller
Doesn't mean I'm lonely
when I'm alone
What doesn't kill
you makes a fighter
Footsteps even lighter
Doesn't mean I'm over cause
you're gone
What doesn't kill
you makes you stronger stronger
Just me myself and I
What doesn't kill
you makes you stronger
Stand a little taller
Doesn't mean I'm lonely
when I'm alone
What doesn't kill
you makes you stronger stronger
Just me myself and I
What doesn't kill
you makes you stronger
Stand a little taller
Doesn't mean I'm lonely
when I'm alone
I'm alone",1
79,80,북극성 (Never Goodbye),NCT DREAM,2022.03.28,"41,735",Glitch Mode - The 2nd Album,R&B/Soul,"변해가는 계절들을 막아 줄 거란
그런 말로 너를 붙잡을 순 없지만
많은 계절을 마주칠 너에게
이 마음 하날 비춰주려 해

떠나는 걸음이 맘이 흐려지지 않게
So please don't cry 약속할 테니

유난히 짙고 긴 밤 견디던 어느 날
눈물을 참지 못해 문득 고개를 들면
반짝이는 별을 따라
다시 돌아올 길을 찾을 거야
It's Never Goodbye

네가 지금 가야 하는 길이
나와 엇갈릴 수도 있어
항상 같은 방향을 걸을 수 없단 걸
I know I know I know (I know)
함께 가는 방법을 찾을 수 없다면
너를 멀리서 늘 비춰줄 거야

난 그대로야 여전해 Like a photo
시간은 근데 그렇지 않더라고
이거 듣고 기억들을 간지럽혀
I see you 눈을 감아도
You know that’s not normal for you
I’m not normal

잠시 놓쳐도 단번에 찾을 수 있게
그 자리에서 기다릴게
우린 It’s Never Goodbye
다시 돌고 돌아 어둠 속에서
내가 너를 알아보듯 언젠가
Find me please

멈춰 선 내 맘이 다시 달려가지 않게
So please don't cry 약속할 테니

유난히 짙고 긴 밤 견디던 어느 날
눈물을 참지 못해 문득 고개를 들면
반짝이는 별을 따라
다시 돌아올 길을 찾을 거야
It's Never Goodbye

언젠가 나에게 돌아오는 날
한 걸음에 널 마중 갈게
You were you are you and I
항상 함께 일 거야
그때는 엇갈리지 마

유난히 짙고 긴 밤 견디던 어느 날
눈물을 참지 못해 문득 고개를 들면
반짝이는 별을 따라
다시 돌아올 길을 찾을 거야
It's Never Goodbye

You never say goodbye
같은 시간 같은자리 같은 공간 속
밝혀줘 어둠 속 Starlight
너로 인해 나의 하나뿐인 별자리가
완성되어가길 바라

불안해하지 마 난 너를 보고 있어
같이 있던 밤 기억하고 있어
낯선 길을 걸을 땐 고개를 들어
저 별을 바라봐",2
80,81,DAYDREAM,하이라이트 (Highlight),2022.03.21,"25,136",DAYDREAM,댄스,"다른 맘을 맞추고
같은 길을 걷다 보면
끝이란 내 맘과는
상관없이 나곤 해

I'm in trouble 점점 더 잿빛으로
변하고 있는 걸 날 좀 잡아줘
고독한 밤이 나를 감싸 오는 걸

손을 뻗어 소리쳐 봐도
닿지 않는 너인데
느껴지지 않아
I'm so lost

꿈을 꿔 DAYDREAM 난 매일
혹시라는 꿈을 꿔
계속 DAYDREAM
영원히 어지러운 미로 속

Because I love you, love you, love you
내가 살아가는 모든 이유
바로 너라고 오직 너라고
꿈에서 깨도 꿈인 걸

멍하니 걸어
네가 있는 그곳 흔적 따라
너의 숨결, 온기를 찾아
깨지 않는 꿈 꾸는 걸
DAYDREAM

머릿속에 펼쳐지는 드라마
결코 일어나지 않을 거라
날 타일러

남은 감정이라는 게
심장에 넘쳐 흐를 듯해
온몸에 울리는 네 목소리

손을 뻗어 소리쳐봐도
닿지 않는 너인데
느껴지지 않아
I'm so lost

꿈을 꿔 DAYDREAM 난 매일
혹시라는 꿈을 꿔
계속 DAYDREAM
영원히 어지러운 미로 속

Because I love you, love you, love you
내가 살아가는 모든 이유
바로 너라고 오직 너라고
꿈에서 깨도 꿈인 걸

항상 나의 예측관
다른 너였으니까
이번에도, 혹시라도 그럴지

차갑도록 얼어버린
내 두 손 끝에 닿아줘
다시 올 수 있게

오늘도 DAYDREAM 쉼 없이
혹시라는 꿈을 꿔
계속 DAYDREAM
영원히 어지러운 미로 속

Because I love you, love you, love you
내가 살아가는 모든 이유
바로 너라고 오직 너라고
꿈에서 깨도 꿈인 걸

멍하니 걸어
네가 있는 그곳 흔적 따라
너의 숨결, 온기를 찾아
깨지 않는 꿈 꾸는 걸
DAYDREAM",1
